SampleYear,SampleMonth,Period,Location,FilmDate,NoPts,AnalysisBy,AnalysisDate,Transect,AA,AC,AF,AG,AGSP,AH,AL,AP,APR,AT,AU,CN,CORAL,CORJU,DCY,DL,DSO,EF,FF,HC,IR,IS,MAFO,MAL,MAN,MAR,MC,MD,MDA,MF,MILA,MILC,MILS,ML,MM,MME,MSPP,MYSP,OA,OD,OFAV,OFRA,OX,PA,PB,PBSP,PC,PCL,PD,PF,PP,PS,SB,SC,SCSP,SH,SI,SL,SR,SS,SSPP,TC,BRIA,ENGO,ERYTH,FAN,GO,PLUME,ROD,WHIP,BALL,BASP,BOSP,CLIO,CLSP,ENSP,ROPE,SPO,TUBE,PALY,ZO,ZOSO,ANEM,CMOR,AMPH,CALG,CLAD,DICT,HALI,LIAG,LOBO,MACA,MICRO,PEY,RAMI,SARG,FLCY,LYNG,SCHIZ,EAC,B,P,R,RO,S,O,UNK,TWS,BL,BBD,WBD,PLA,YBD,DSD,DCOR,SCTLD,Check,Notes
2024,3,PostBL,Salt River West,3/14/24,280,Nicole Krampitz,8/7/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.36,0,0,1.09,0,0,0.36,1.45,0,0,0,0,0,0,0,0,0,0.36,0.72,0,0.72,0,0,0,0,0,0,0,35.51,0,0,0,12.32,0,0,0,0,1.45,0,0,40.22,0,0,0,0,3.26,0,0,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Salt River West,3/14/24,280,Nicole Krampitz,8/7/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,1.44,0,0,1.08,0,0,0,0,0,0,0,0,0,59.93,0,0,0,8.66,0,0,0.36,0,0,0,0,23.1,0,0,0,0,1.81,0,0.36,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Salt River West,3/14/24,280,Nicole Krampitz,8/7/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,1.08,0,0,0,0,0,1.08,0.36,0.36,1.08,0,0,0.36,0,0,0,0,0,1.08,0,0.36,0,0,0,0,0,0.72,0,35.25,0,0,0,12.59,0,0,0.36,0,1.8,0,0,36.33,0,0,0,0,2.88,0,1.44,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Lang Bank EEMP,3/15/24,320,Erin Hollander,8/2/24,1,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.96,0.96,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.96,1.28,0.96,1.6,0.32,1.6,0,0,1.92,0,0,0.96,0,0,1.6,0.64,0,0,0,0,0,0,0,0,11.22,0,0,50,0,0,0,0.64,0,0,0,0,18.59,0,0,0,0,0.64,0,1.6,,0.32,0,0,0,0,0,0,0,100,
2024,3,PostBL,Lang Bank EEMP,3/15/24,300,Erin Hollander,8/2/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1.02,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,2.71,0.68,0,0,0,0,0,0,0.68,0,0,2.03,0.34,0,0,0,0,0,0,0.34,0,15.93,0,0,49.49,1.02,0,0.34,0.34,0,0.34,0,0,13.9,0,0,0,0,0.68,0,3.05,,3.05,0,0,0,0,0,0,0,100,
2024,3,PostBL,Lang Bank EEMP,3/15/24,280,Erin Hollander,8/2/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,2.88,0,0.36,1.8,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,1.8,2.16,0,0,0,0,0.36,0,0,0.36,0,0,2.52,0.36,0,0,0,0,0,0,1.08,0,5.76,0,0,32.01,2.16,0,0.72,1.08,0,0,0,0,37.41,0,0,0,0,1.8,0,3.6,,1.8,0,0,0,0,0,0,0,100,
2024,3,PostBL,Lang Bank EEMP,3/15/24,280,Nicole Krampitz,8/8/24,4,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,1.48,0.74,1.48,0,0,0,0,0.74,0,0,0.37,0,0.37,6.3,0,0,0,0,0,0,0,1.11,0,10.37,0,0,34.81,15.19,0,0,0.37,0,0.74,0,0,20,0,0,0.37,0,1.48,0,1.11,,0.74,0,0,0,0,0,0,0,100,
2024,3,PostBL,Lang Bank EEMP,3/15/24,260,Nicole Krampitz,8/8/24,5,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,1.98,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.79,0.79,0,0,0,0,1.59,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0.4,0,7.94,0,0,46.03,12.3,0,0.4,0.79,0,0.79,0,0,15.48,0,0,0,0,1.59,0,1.19,,2.78,0,0,0,0,0,0,0,100,
2024,3,PostBL,Lang Bank EEMP,3/15/24,260,Nicole Krampitz,8/8/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.39,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0.79,0,0.39,0,0.79,0,0,0,0,0,0,0,0,0,0.39,7.09,0,0,0,0,0,0,0,1.97,0,5.51,0,0,43.7,7.48,0,0.39,1.18,0,0,0,0,19.69,0,0,0,0,6.69,0,1.57,,1.18,0,0,0,0,0,0,0,100,
2024,3,PostBL,Kings Corner,3/15/24,260,Erin Hollander,8/2/24,1,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.8,0,0,0,0,0,0,0,0.4,0.8,0,0,7.17,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0.4,0,0.4,1.99,0,1.59,0,0,68.53,0,0,0,0,6.77,0,1.2,,0.4,0,0,0,0,0,0,0,100,
2024,3,PostBL,Kings Corner,3/15/24,260,Erin Hollander,8/2/24,2,0,0,0,0,0.39,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.78,0,2.33,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.39,0,0.39,0.78,0,0,8.14,0,0,0,0,0,0,0,1.55,0,1.55,0.39,0,0,0.78,0,0.39,0,0,0,0,0,57.36,0,0,0.78,0,18.22,0,1.16,,0.39,0,0,0,0,0,0,0,100,
2024,3,PostBL,Kings Corner,3/15/24,240,Erin Hollander,8/2/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.43,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.43,0.43,0,0.43,0,0,0,0,1.29,0.86,0,0,6.9,1.29,0,0,0,0,0,0,0.86,0,0.43,0,0,0,0,0,0.43,0.86,0,0.43,0,0,56.47,0,0,0.86,0,22.41,0.43,1.72,,0.43,0,0,0,0,0,0,0,100,
2024,3,PostBL,Kings Corner,3/15/24,260,Nicole Krampitz,8/9/24,4,0,0,0,0,0,0,0,0,0,0,0,0.39,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,1.57,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,0.39,0,7.48,0,0,0,0,0,0,0,0.79,0,0.39,0,0,0,0.79,0,0,0.79,0,0.39,0,0,53.15,0,0,0,0,18.11,0,1.97,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Kings Corner,3/15/24,300,Nicole Krampitz,8/9/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.35,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,2.77,0.69,0,6.92,0,0,0,0,0,0,0,1.04,0,0.69,0,0,0.35,3.46,0,0,5.54,0,0.69,0,0,51.9,0,0,0,0,18.34,0,4.5,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Kings Corner,3/15/24,220,Nicole Krampitz,8/9/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,2.8,0,2.34,0,0,0,0,0,0,0,0.47,0,0,0,0,0.93,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,0,8.88,0,0,0,0,0,0,0,4.21,0,0,0,0,0,3.27,0,0,1.87,0,1.87,0,0,54.21,0,0,0,0,5.14,0,4.67,,0,0,0,0,0,0,0.47,0,100,
2024,3,PostBL,Mutton Snapper FSA,3/15/24,220,Erin Hollander,8/21/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,18.35,0.46,0,56.88,4.13,0,0,3.67,0,0,0,0,9.17,0,0,0,0,0.46,0,1.38,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Mutton Snapper FSA,3/15/24,240,Erin Hollander,8/21/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.85,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,1.28,0,0,4.26,0,0,0,0,0,0,0,0,0,12.77,0,0,62.55,0.43,0,2.13,2.55,0,0,0,0,9.79,0,0,0,0,0,0,0.85,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Mutton Snapper FSA,3/15/24,280,Erin Hollander,8/21/24,3,0,0,0,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.73,0,0,4.4,0,0,0,0,0,0,0,0,0,8.06,0,0,56.78,2.56,0,0.37,2.56,0,0,0,0,20.88,0,0,0,0,0,0,1.1,,0.73,0,0,0,0,0,0,0,100,
2024,3,PostBL,Mutton Snapper FSA,3/15/24,260,Nicole Krampitz,8/16/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0.4,0,0,1.19,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0.4,0,3.56,0,0,0,0,0,0,0,0,0,26.09,0,0,42.29,4.35,0,0,3.95,0,0,0,0,12.65,0,0,0,0,1.19,0,0.4,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Mutton Snapper FSA,3/15/24,240,Nicole Krampitz,8/16/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.43,0,0,0,0,0.43,0,0,0,0.43,0,1.29,0,0,0,0,0,0,0,0,0,10.78,0,0,30.17,12.5,0,0,0.43,0,0,0,0,37.93,0,0,0,0,3.45,0,0,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Mutton Snapper FSA,3/15/24,240,Nicole Krampitz,8/16/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.43,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,30.74,0,0,39.83,5.63,0,0,3.03,0,0,0,0,15.15,0,0,0,0,0.43,0,0.43,,0,0,0,0,0,0,0,0,100,
2024,3,PostBL,Sprat Hole,3/15/24,360,Erin Hollander,8/21/24,1,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.29,0,0,0,0,0,0,4.02,0,0.29,1.15,0.57,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0.29,0,2.01,0,0,0,0,0,0,0,1.72,0,18.97,1.72,0,22.13,19.25,0,0,0.86,0,1.72,0,0,16.95,0,0,0,0,2.3,0,0.86,,3.74,0,0,0,0,0,0,0,100,
2024,3,PostBL,Sprat Hole,3/15/24,300,Erin Hollander,8/21/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,2.36,0,0,0,0,0,0,0,4.38,0,13.13,0.67,0,17.17,13.8,0,0,3.03,0,4.71,0,0,29.97,0,0,0,0,2.69,0,0.34,,2.69,0,0,0,0,0,0,0,100,
2024,3,PostBL,Sprat Hole,3/15/24,280,Erin Hollander,8/21/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0.36,0,0.36,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0.72,0,15.94,2.9,0,21.74,10.87,0,0,0.36,0,1.81,0,0,35.51,0,0,0,0,1.09,0,0.36,,2.54,0,0,0,0,0,0,0,100,
2024,3,PostBL,Sprat Hole,3/15/24,440,Nicole Krampitz,8/15/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31,0,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.24,0.24,0,1.92,0,0,0,0,0,0,0,2.16,0,26.38,0.48,0,13.67,8.39,0,0,2.64,0,2.16,0,0,23.02,0,0,0,0,5.52,0,0.48,,6,0,0,0,0,0,0,0,100,
2024,3,PostBL,Sprat Hole,3/15/24,220,Nicole Krampitz,8/15/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0.49,0,28.78,0,0,15.61,8.78,0,0,3.9,0,1.95,0,0,18.05,0,0,0,0,0,0,1.46,,8.29,0,0,0,0,0,0,0,100,
2024,3,PostBL,Sprat Hole,3/15/24,280,Nicole Krampitz,8/15/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0.76,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,1.15,0,25.95,1.15,0,29.77,9.54,0,0,3.44,0,4.58,0,0,12.6,0,0,0,0,0,0,4.2,,1.15,0,0,0,0,0,0,0,100,
2024,4,PostBL,Grammanik Tiger FSA,4/8/24,240,Erin Hollander,9/10/24,1,0,0,0,0,2.3,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,1.38,0,0,0,0,54.38,0,0,3.69,0,0,2.3,0,0,14.29,0,0,0,0,0.92,0,0.92,,0.92,0,0,0,0,0,0,0,100,
2024,4,PostBL,Grammanik Tiger FSA,4/8/24,300,Erin Hollander,9/10/24,2,0.73,0,0,0,0,0,0.73,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.95,0.73,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,1.1,0,0.37,0,0,60.44,0,0,0.73,0.73,0,0.37,0,0,9.89,0,0,0,0,0.73,0,1.83,,0.37,0,0,0,0,0,0,0,100,
2024,4,PostBL,Grammanik Tiger FSA,4/8/24,220,Erin Hollander,9/10/24,3,0,0,0,0,1.99,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,70.15,0,0,5.47,0,0,0,0,0,8.46,0,0,0,0,0.5,0,1.99,,1,0,0,0,0,0,0,0,100,
2024,4,PostBL,Grammanik Tiger FSA,4/8/24,280,Nicole Krampitz,9/4/24,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,13.1,0.4,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.59,0,0,0,0,0,0,0,3.97,0,0,0,0,59.52,1.59,0,1.98,0,0,0,0,0,8.33,0,0,0,0,0.4,0,3.17,,0.79,0,0,0,0,0,0,0,100,
2024,4,PostBL,Grammanik Tiger FSA,4/8/24,280,Nicole Krampitz,9/4/24,5,0,0,0,0,0,0,2.42,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.44,0.81,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,2.42,0,0,0,0,0,0,0,1.61,0,0,0,0,59.27,2.42,0,3.23,0,0,0.4,0,0,15.73,0,0,0,0,2.02,0,3.23,,0.81,0,0,0,0,0,0,0,100,
2024,4,PostBL,Grammanik Tiger FSA,4/8/24,240,Nicole Krampitz,9/4/24,6,0,0,0,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,15.2,2.45,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0.49,1.47,0,0,0,0,0,0,0,2.94,0,0,0.49,0,56.86,4.9,0,1.47,0.49,0,0,0,0,8.33,0,0,0,0,0,0,2.45,,1.47,0,0,0,0,0,0,0,100,
2024,4,PostBL,Brewers Bay,4/11/24,220,Erin Hollander,8/28/24,1,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,2.13,0,0.53,0,1.06,2.13,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,2.66,0,53.72,0,0,0.53,0.53,0,0,9.04,0,1.06,0,0,15.96,0,0,0,0,0.53,0.53,2.13,,0.53,0,0,0,0,0,0,0,100,
2024,4,PostBL,Brewers Bay,4/11/24,200,Erin Hollander,8/28/24,2,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.39,0,0,0,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,4.43,0,6.96,0,0,0,0,0,0,0,0.63,0,25.32,0,0,0,7.59,0,0,3.8,0,0,0,0,32.28,0,0,0,0,2.53,0,1.9,,2.53,0,0,0,0,0,0,0,100,
2024,4,PostBL,Brewers Bay,4/11/24,180,Erin Hollander,8/28/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0.69,0,0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0.69,0,0,0,0,0,0,0,0,0,48.97,0,0,0,6.9,0,0,0,0,0,0,0,34.48,0,0,0,0,0,0,0.69,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Brewers Bay,4/11/24,220,Nicole Krampitz,8/12/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.56,0.56,0,0,0,0,0,0,0,0.56,0,36.67,0,0,0.56,21.11,0,0,1.11,0,0.56,0,0,18.33,0,0,0,0,1.11,0,4.44,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Brewers Bay,4/11/24,220,Nicole Krampitz,8/12/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0,0,0,0,0.58,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,1.74,0,42.44,0,0,0,5.23,0,0,0.58,0,0.58,0,0,31.98,0,0,0,0,0.58,0,1.16,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Brewers Bay,4/11/24,220,Nicole Krampitz,8/12/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,51.49,0,0,0,1.98,0,0,0,0,0.5,0,0,25.74,0,0,0,0,11.88,0,0.5,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Savana,4/11/24,240,Erin Hollander,9/9/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,30.57,0,0,0,1.31,0,0,0,0,0,0,0,56.33,0,0,1.75,0,5.68,0,1.31,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Savana,4/11/24,260,Erin Hollander,9/9/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,1.59,0,0,0,0,0,0.8,0,28.69,0,0,0.4,1.2,0,0.4,16.73,0,0,0,0,37.45,0,0,8.76,0,0,0,1.2,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Savana,4/11/24,280,Erin Hollander,9/9/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,32.96,0,0,1.48,0,0,0,11.48,0,0,0,0,46.3,0,0,0,0,0.74,0.37,0.74,,0,0,0,0,0,0,0,0,100,
2024,4,PostBL,Savana,4/11/24,260,Nicole Krampitz,9/4/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0.42,0,34.58,0,0,0.83,8.75,0,0,15,0,2.08,0,0,28.75,0,0,0.42,0,1.67,0,0.83,,0,0,0,0,0,0,0,0,100,
