"colony_id","location","surveyyear","period","method","transect","species","category","code","code_meaning","extent","notes"
"231113LBHT3078372","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Porites astreoides","Other","SED","Sediment",5,NA
"231113LBHT3078373","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Porites astreoides","Gorgonian","GO","Gorgonian",1,NA
"231113LBHT3078373","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Porites astreoides","Macroalgae","FIL","Filamentous turf",1,NA
"231113LBHT3078373","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Porites astreoides","Other","MUCUS","Mucus",50,NA
"231113LBHT3078374","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Millepora alcicornis","Cyanobacteria","CYAN","Cyanobacteria",10,NA
"231113LBHT3078375","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Millepora alcicornis","Macroalgae","LOBO","Lobophora spp.",10,NA
"231113LBHT3078375","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Millepora alcicornis","Macroalgae","CALG","Crustose coralline algae",1,NA
"231113LBHT3078376","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Orbicella franksi","Cyanobacteria","CYAN","Cyanobacteria",5,NA
"231113LBHT3078376","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Orbicella franksi","Macroalgae","FIL","Filamentous turf",1,NA
"231113LBHT3078376","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Orbicella franksi","Macroalgae","DICT","Dictyota spp.",1,NA
"231113LBHT3078376","Lang Bank Red Hind FSA",2023,"Annual","intercept","3","Orbicella franksi","Macroalgae","CALG","Crustose coralline algae",1,NA
"231113LBHT4078377","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Siderastrea siderea","Other","SED","Sediment",1,NA
"231113LBHT4078378","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Orbicella franksi","Macroalgae","FIL","Filamentous turf",1,NA
"231113LBHT4078378","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Orbicella franksi","Macroalgae","DICT","Dictyota spp.",1,NA
"231113LBHT4078378","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Orbicella franksi","Sponge","ICING","Icing sponge",1,NA
"231113LBHT4078378","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Orbicella franksi","Worm","XMAS","Christmas tree worm",1,NA
"231113LBHT4078379","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia grahamae","Cyanobacteria","CYAN","Cyanobacteria",5,NA
"231113LBHT4078379","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia grahamae","Macroalgae","DICT","Dictyota spp.",1,NA
"231113LBHT4078379","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia grahamae","Sponge","BOSP","Boring sponge",10,NA
"231113LBHT4078380","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Porites astreoides","Macroalgae","DICT","Dictyota spp.",5,NA
"231113LBHT4078380","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Porites astreoides","Other","MUCUS","Mucus",15,NA
"231113LBHT4078380","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Porites astreoides","Sponge","ICING","Icing sponge",1,NA
"231113LBHT4078381","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia humilis","Cyanobacteria","CYAN","Cyanobacteria",10,NA
"231113LBHT4078381","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia humilis","Macroalgae","FIL","Filamentous turf",5,NA
"231113LBHT4078382","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia grahamae","Macroalgae","LOBO","Lobophora spp.",10,NA
"231113LBHT4080262","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia agaricites","Cyanobacteria","SCX","Schizothrix spp.",15,NA
"231113LBHT4080263","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Orbicella franksi","Sponge","SPO","Sponge",20,NA
"231113LBHT4080264","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Orbicella franksi",NA,NA,NA,0,NA
"231113LBHT4080265","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Pseudodiploria strigosa",NA,NA,NA,0,NA
"231113LBHT4080266","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Agaricia grahamae",NA,NA,NA,0,NA
"231113LBHT4080267","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Porites astreoides","Macroalgae","LOBO","Lobophora spp.",8,"green"
"231113LBHT4080268","Lang Bank Red Hind FSA",2023,"Annual","intercept","4","Siderastrea siderea",NA,NA,NA,0,NA
"231113LBHT5080250","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Orbicella franksi","Macroalgae","LOBO","Lobophora spp.",2,NA
"231113LBHT5080251","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Porites porites","Cyanobacteria","SCX","Schizothrix spp.",5,NA
"231113LBHT5080251","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Porites porites","Macroalgae","LOBO","Lobophora spp.",7,NA
"231113LBHT5080252","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"231113LBHT5080253","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Porites porites","Cyanobacteria","SCX","Schizothrix spp.",10,NA
"231113LBHT5080254","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Agaricia grahamae","Cyanobacteria","SCX","Schizothrix spp.",85,NA
"231113LBHT5080255","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Agaricia lamarcki","Macroalgae","HALI","Halimeda spp.",6,NA
"231113LBHT5080255","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Agaricia lamarcki","Macroalgae","FIL","Filamentous turf",3,NA
"231113LBHT5080256","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Orbicella franksi","Cyanobacteria","SCX","Schizothrix spp.",45,NA
"231113LBHT5080257","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"231113LBHT5080258","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Porites porites","Cyanobacteria","SCX","Schizothrix spp.",5,NA
"231113LBHT5080258","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Porites porites","Sponge","SPO","Sponge",8,NA
"231113LBHT5080259","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Agaricia grahamae",NA,NA,NA,0,NA
"231113LBHT5080260","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Millepora alcicornis","Cyanobacteria","SCX","Schizothrix spp.",75,NA
"231113LBHT5080261","Lang Bank Red Hind FSA",2023,"Annual","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"231113LBHT6080236","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia spp.","Macroalgae","DICT","Dictyota spp.",3,NA
"231113LBHT6080237","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia lamarcki","Cyanobacteria","SCX","Schizothrix spp.",18,NA
"231113LBHT6080237","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia lamarcki","Macroalgae","LOBO","Lobophora spp.",3,NA
"231113LBHT6080237","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia lamarcki","Macroalgae","FIL","Filamentous turf",5,NA
"231113LBHT6080238","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Porites porites","Cyanobacteria","SCX","Schizothrix spp.",20,NA
"231113LBHT6080238","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Porites porites","Macroalgae","DICT","Dictyota spp.",15,NA
"231113LBHT6080239","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia lamarcki","Macroalgae","LOBO","Lobophora spp.",11,NA
"231113LBHT6080240","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Porites porites","Cyanobacteria","SCX","Schizothrix spp.",65,NA
"231113LBHT6080241","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Madracis decactis",NA,NA,NA,0,NA
"231113LBHT6080242","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Orbicella franksi","Macroalgae","FIL","Filamentous turf",4,NA
"231113LBHT6080243","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Orbicella franksi","Macroalgae","LOBO","Lobophora spp.",8,NA
"231113LBHT6080243","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Orbicella franksi","Macroalgae","DICT","Dictyota spp.",3,NA
"231113LBHT6080244","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Orbicella franksi",NA,NA,NA,0,NA
"231113LBHT6080245","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia grahamae","Macroalgae","MACA","Macroalgae",6,NA
"231113LBHT6080246","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Orbicella franksi","Macroalgae","LOBO","Lobophora spp.",5,"icing"
"231113LBHT6080247","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Porites astreoides","Cyanobacteria","SCX","Schizothrix spp.",70,NA
"231113LBHT6080248","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Stephanocoenia intersepta","Cyanobacteria","SCX","Schizothrix spp.",6,NA
"231113LBHT6080249","Lang Bank Red Hind FSA",2023,"Annual","intercept","6","Agaricia lamarcki","Cyanobacteria","SCX","Schizothrix spp.",15,NA
"231012MGNT1080956","Magens Bay",2023,"Annual","intercept","1","Solenastrea bournoni","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT1080956","Magens Bay",2023,"Annual","intercept","1","Solenastrea bournoni","Other","SED","Sediment",1,NA
"231012MGNT1080957","Magens Bay",2023,"Annual","intercept","1","Porites astreoides","Gorgonian","FAN","Sea fan",25,NA
"231012MGNT1080957","Magens Bay",2023,"Annual","intercept","1","Porites astreoides","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT1080957","Magens Bay",2023,"Annual","intercept","1","Porites astreoides","Other","SED","Sediment",2,NA
"231012MGNT1080958","Magens Bay",2023,"Annual","intercept","1","Siderastrea siderea","Macroalgae","HALI","Halimeda spp.",5,NA
"231012MGNT1080958","Magens Bay",2023,"Annual","intercept","1","Siderastrea siderea","Sponge","ROPE","Rope sponge",5,NA
"231012MGNT1080959","Magens Bay",2023,"Annual","intercept","1","Porites astreoides","Macroalgae","DICT","Dictyota spp.",5,NA
"231012MGNT1080960","Magens Bay",2023,"Annual","intercept","1","Porites astreoides","Macroalgae","DICT","Dictyota spp.",5,NA
"231012MGNT1080961","Magens Bay",2023,"Annual","intercept","1","Porites furcata","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078603","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT2078603","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",2,NA
"231012MGNT2078604","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",1,NA
"231012MGNT2078604","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",2,NA
"231012MGNT2078605","Magens Bay",2023,"Annual","belt","2","Porites porites","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078606","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT2078606","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","MUCUS","Mucus",3,NA
"231012MGNT2078606","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",2,NA
"231012MGNT2078607","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",20,NA
"231012MGNT2078608","Magens Bay",2023,"Annual","belt","2","Porites divaricata","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT2078608","Magens Bay",2023,"Annual","belt","2","Porites divaricata","Sponge","SPO","Sponge",4,NA
"231012MGNT2078609","Magens Bay",2023,"Annual","belt","2","Porites divaricata","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078609","Magens Bay",2023,"Annual","belt","2","Porites divaricata","Macroalgae","CALG","Crustose coralline algae",1,NA
"231012MGNT2078610","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",6,NA
"231012MGNT2078611","Magens Bay",2023,"Annual","belt","2","Orbicella species complex","Macroalgae","DICT","Dictyota spp.",1,NA
"231012MGNT2078611","Magens Bay",2023,"Annual","belt","2","Orbicella species complex","Sponge","ICING","Icing sponge",1,NA
"231012MGNT2078612","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",20,NA
"231012MGNT2078612","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",10,NA
"231012MGNT2078613","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078613","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",5,NA
"231012MGNT2078614","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",4,NA
"231012MGNT2078615","Magens Bay",2023,"Annual","belt","2","Branching Porites spp.","Macroalgae","DICT","Dictyota spp.",20,NA
"231012MGNT2078615","Magens Bay",2023,"Annual","belt","2","Branching Porites spp.","Other","SED","Sediment",20,NA
"231012MGNT2078616","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",40,NA
"231012MGNT2078616","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",2,NA
"231012MGNT2078617","Magens Bay",2023,"Annual","belt","2","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT2078617","Magens Bay",2023,"Annual","belt","2","Agaricia agaricites","Other","SED","Sediment",10,NA
"231012MGNT2078618","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078618","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",2,NA
"231012MGNT2078619","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Gorgonian","GO","Gorgonian",3,NA
"231012MGNT2078619","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",5,NA
"231012MGNT2078619","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",20,NA
"231012MGNT2078620","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",2,NA
"231012MGNT2078621","Magens Bay",2023,"Annual","belt","2","Montastraea cavernosa","Macroalgae","DICT","Dictyota spp.",6,NA
"231012MGNT2078621","Magens Bay",2023,"Annual","belt","2","Montastraea cavernosa","Other","SED","Sediment",2,NA
"231012MGNT2078622","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",20,NA
"231012MGNT2078622","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",2,NA
"231012MGNT2078623","Magens Bay",2023,"Annual","belt","2","Orbicella species complex","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT2078624","Magens Bay",2023,"Annual","belt","2","Orbicella faveolata","Cyanobacteria","CYAN","Cyanobacteria",3,"%REC from BL"
"231012MGNT2078624","Magens Bay",2023,"Annual","belt","2","Orbicella faveolata","Macroalgae","DICT","Dictyota spp.",1,"%REC from BL"
"231012MGNT2078625","Magens Bay",2023,"Annual","belt","2","Orbicella franksi","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078626","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",20,"% REC from SED"
"231012MGNT2078626","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Other","SED","Sediment",10,"% REC from SED"
"231012MGNT2078627","Magens Bay",2023,"Annual","belt","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",5,NA
"231012MGNT2078628","Magens Bay",2023,"Annual","belt","2","Orbicella franksi","Macroalgae","DICT","Dictyota spp.",3,"%REC from CPHILA"
"231012MGNT2078628","Magens Bay",2023,"Annual","belt","2","Orbicella franksi","Multiple","CPHILA","Coralliophila spp.: not distinguished between Interaction, Predator, Predation",2,"%REC from CPHILA"
"231012MGNT2078629","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT2078629","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",10,NA
"231012MGNT2078630","Magens Bay",2023,"Annual","belt","2","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",2,"%REC from BL"
"231012MGNT2078631","Magens Bay",2023,"Annual","belt","2","Millepora alcicornis","Macroalgae","DICT","Dictyota spp.",50,"DISLODGED"
"231012MGNT2078632","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT2078632","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",1,NA
"231012MGNT2078633","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT2078633","Magens Bay",2023,"Annual","belt","2","Porites astreoides","Other","SED","Sediment",1,NA
"231012MGNT2078634","Magens Bay",2023,"Annual","intercept","2","Orbicella annularis","Macroalgae","DICT","Dictyota spp.",10,"%REC from BL"
"231012MGNT2078635","Magens Bay",2023,"Annual","intercept","2","Siderastrea siderea","Damselfish","SVARI","Stegastes variabilis",1,"%REC from CPHLIA"
"231012MGNT2078635","Magens Bay",2023,"Annual","intercept","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",1,"%REC from CPHLIA"
"231012MGNT2078635","Magens Bay",2023,"Annual","intercept","2","Siderastrea siderea","Multiple","CPHILA","Coralliophila spp.: not distinguished between Interaction, Predator, Predation",2,"%REC from CPHLIA"
"231012MGNT2078635","Magens Bay",2023,"Annual","intercept","2","Siderastrea siderea","Other","SED","Sediment",1,"%REC from CPHLIA"
"231012MGNT2078636","Magens Bay",2023,"Annual","intercept","2","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",4,NA
"231012MGNT2078636","Magens Bay",2023,"Annual","intercept","2","Siderastrea siderea","Other","SED","Sediment",1,NA
"231012MGNT2078637","Magens Bay",2023,"Annual","intercept","2","Porites astreoides","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT3078577","Magens Bay",2023,"Annual","belt","3","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT3078578","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",10,NA
"231012MGNT3078579","Magens Bay",2023,"Annual","belt","3","Porites porites","Macroalgae","DICT","Dictyota spp.",4,NA
"231012MGNT3078580","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Gorgonian","GO","Gorgonian",2,"%REC from PFISH"
"231012MGNT3078580","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",6,"%REC from PFISH"
"231012MGNT3078580","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Predation","PFISH","Parrotfish",4,"%REC from PFISH"
"231012MGNT3078580","Magens Bay",2023,"Annual","belt","3","Porites astreoides",NA,"PA",NA,1,"%REC from PFISH"
"231012MGNT3078581","Magens Bay",2023,"Annual","belt","3","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",1,NA
"231012MGNT3078582","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",1,NA
"231012MGNT3078582","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Other","SED","Sediment",3,NA
"231012MGNT3078582","Magens Bay",2023,"Annual","belt","3","Porites astreoides",NA,"PA",NA,1,NA
"231012MGNT3078583","Magens Bay",2023,"Annual","belt","3","Orbicella franksi","Cyanobacteria","CYAN","Cyanobacteria",10,NA
"231012MGNT3078583","Magens Bay",2023,"Annual","belt","3","Orbicella franksi","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT3078583","Magens Bay",2023,"Annual","belt","3","Orbicella franksi","Sponge","SPO","Sponge",1,NA
"231012MGNT3078584","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT3078585","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",20,NA
"231012MGNT3078586","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",12,NA
"231012MGNT3078586","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Other","SED","Sediment",2,NA
"231012MGNT3078587","Magens Bay",2023,"Annual","belt","3","Agaricia lamarcki","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT3078587","Magens Bay",2023,"Annual","belt","3","Agaricia lamarcki","Other","SED","Sediment",2,NA
"231012MGNT3078587","Magens Bay",2023,"Annual","belt","3","Agaricia lamarcki","Sponge","SPO","Sponge",2,NA
"231012MGNT3078587","Magens Bay",2023,"Annual","belt","3","Agaricia lamarcki","Worm","XMAS","Christmas tree worm",1,NA
"231012MGNT3078588","Magens Bay",2023,"Annual","belt","3","Siderastrea siderea","Gorgonian","GO","Gorgonian",10,"%OLD from GO"
"231012MGNT3078588","Magens Bay",2023,"Annual","belt","3","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",4,"%OLD from GO"
"231012MGNT3078588","Magens Bay",2023,"Annual","belt","3","Siderastrea siderea","Other","SED","Sediment",2,"%OLD from GO"
"231012MGNT3078589","Magens Bay",2023,"Annual","belt","3","Branching Porites spp.","Gorgonian","GO","Gorgonian",2,NA
"231012MGNT3078589","Magens Bay",2023,"Annual","belt","3","Branching Porites spp.","Other","SED","Sediment",3,NA
"231012MGNT3078590","Magens Bay",2023,"Annual","belt","3","Agaricia agaricites","Other","SED","Sediment",10,NA
"231012MGNT3078591","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",4,NA
"231012MGNT3078592","Magens Bay",2023,"Annual","belt","3","Stephanocoenia intersepta","Macroalgae","DICT","Dictyota spp.",10,NA
"231012MGNT3078593","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT3078593","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Other","SED","Sediment",10,NA
"231012MGNT3078594","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",6,NA
"231012MGNT3078594","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Other","SED","Sediment",2,NA
"231012MGNT3078595","Magens Bay",2023,"Annual","belt","3","Orbicella annularis","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT3078595","Magens Bay",2023,"Annual","belt","3","Orbicella annularis","Macroalgae","MACA","Macroalgae",2,NA
"231012MGNT3078595","Magens Bay",2023,"Annual","belt","3","Orbicella annularis","Sponge","SPO","Sponge",1,NA
"231012MGNT3078595","Magens Bay",2023,"Annual","belt","3","Orbicella annularis","Worm","XMAS","Christmas tree worm",1,NA
"231012MGNT3078596","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",1,NA
"231012MGNT3078596","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Other","SED","Sediment",1,NA
"231012MGNT3078597","Magens Bay",2023,"Annual","belt","3","Stephanocoenia intersepta","Macroalgae","DICT","Dictyota spp.",2,NA
"231012MGNT3078598","Magens Bay",2023,"Annual","belt","3","Millepora alcicornis","Macroalgae","DICT","Dictyota spp.",40,"DISLODGED"
"231012MGNT3078599","Magens Bay",2023,"Annual","belt","3","Agaricia agaricites","Cyanobacteria","CYAN","Cyanobacteria",10,NA
"231012MGNT3078599","Magens Bay",2023,"Annual","belt","3","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT3078599","Magens Bay",2023,"Annual","belt","3","Agaricia agaricites","Sponge","ENSP","Encrusting sponge",5,NA
"231012MGNT3078600","Magens Bay",2023,"Annual","intercept","3","Orbicella faveolata","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT3078600","Magens Bay",2023,"Annual","intercept","3","Orbicella faveolata","Multiple","WORM","Worm: not distinguished between Interaction, Predator, Predation",2,NA
"231012MGNT3078600","Magens Bay",2023,"Annual","intercept","3","Orbicella faveolata","Other","SED","Sediment",2,NA
"231012MGNT3078600","Magens Bay",2023,"Annual","intercept","3","Orbicella faveolata","Sponge","ICING","Icing sponge",1,NA
"231012MGNT3078601","Magens Bay",2023,"Annual","intercept","3","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",3,NA
"231012MGNT3078601","Magens Bay",2023,"Annual","intercept","3","Agaricia agaricites","Multiple","CPHILA","Coralliophila spp.: not distinguished between Interaction, Predator, Predation",1,NA
"231012MGNT3078602","Magens Bay",2023,"Annual","intercept","3","Porites astreoides","Macroalgae","DICT","Dictyota spp.",5,NA
"231012MGNT3080811","Magens Bay",2023,"Annual","belt","3","Porites porites","Macroalgae","FIL","Filamentous turf",12,NA
"231012MGNT3080812","Magens Bay",2023,"Annual","belt","3","Siderastrea siderea","Macroalgae","FIL","Filamentous turf",10,NA
"231012MGNT3080813","Magens Bay",2023,"Annual","belt","3","Porites porites",NA,NA,NA,0,NA
"231012MGNT3080814","Magens Bay",2023,"Annual","belt","3","Stephanocoenia intersepta",NA,NA,NA,0,NA
"231012MGNT3080815","Magens Bay",2023,"Annual","belt","3","Orbicella annularis",NA,NA,NA,0,NA
"231012MGNT3080816","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Multiple","SLEUC","Stegastes leucostictus: not distinguished between Interaction, Predator, Predation",1,NA
"231012MGNT3080816","Magens Bay",2023,"Annual","belt","3","Porites astreoides","Predation","BITES","Bites",8,NA
"231012MGNT3080817","Magens Bay",2023,"Annual","belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"231012MGNT3080818","Magens Bay",2023,"Annual","belt","3","Orbicella annularis",NA,NA,NA,0,NA
"231012MGNT3080819","Magens Bay",2023,"Annual","belt","3","Orbicella annularis","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT3080820","Magens Bay",2023,"Annual","intercept","3","Siderastrea siderea","Macroalgae","FIL","Filamentous turf",25,NA
"231012MGNT3080820","Magens Bay",2023,"Annual","intercept","3","Siderastrea siderea","Multiple","SLEUC","Stegastes leucostictus: not distinguished between Interaction, Predator, Predation",1,NA
"231012MGNT3080820","Magens Bay",2023,"Annual","intercept","3","Siderastrea siderea","Predation","BITES","Bites",25,NA
"231012MGNT3080821","Magens Bay",2023,"Annual","intercept","3","Orbicella annularis","Macroalgae","DICT","Dictyota spp.",8,NA
"231012MGNT4080779","Magens Bay",2023,"Annual","belt","4","Agaricia agaricites","Macroalgae","DICT","Dictyota spp.",15,NA
"231012MGNT4080780","Magens Bay",2023,"Annual","belt","4","Porites astreoides","Macroalgae","DICT","Dictyota spp.",20,"brown"
"231012MGNT4080781","Magens Bay",2023,"Annual","belt","4","Porites astreoides",NA,NA,NA,0,NA
"231012MGNT4080782","Magens Bay",2023,"Annual","belt","4","Siderastrea siderea","Macroalgae","DICT","Dictyota spp.",20,NA
"231012MGNT4080783","Magens Bay",2023,"Annual","belt","4","Agaricia humilis","Macroalgae","DICT","Dictyota spp.",8,NA
"231012MGNT4080784","Magens Bay",2023,"Annual","belt","4","Orbicella annularis","Macroalgae","DICT","Dictyota spp.",12,NA
